epoch,train_loss,val_loss
1,0.028617,0.021418
2,0.020332,0.018673
3,0.017686,0.016803
4,0.015655,0.015356
5,0.014516,0.013772
6,0.01351,0.012822
7,0.012949,0.012478
8,0.012163,0.011826
9,0.011771,0.011603
10,0.011308,0.011126
