epoch,train_loss,val_loss
1,0.030452,0.023729
2,0.021729,0.019941
3,0.018601,0.016905
4,0.016957,0.015616
5,0.01541,0.014698
6,0.014371,0.013898
7,0.013573,0.013997
8,0.01295,0.013314
9,0.012312,0.013312
10,0.011963,0.011925
11,0.011511,0.011463
12,0.01114,0.011001
13,0.01084,0.010845
14,0.010554,0.010603
15,0.01035,0.010187
16,0.010116,0.010435
17,0.0099,0.009864
18,0.009753,0.009897
19,0.009552,0.009614
20,0.009403,0.009467
