epoch,train_loss,val_loss
1,0.031236,0.023736
2,0.022008,0.019205
3,0.018957,0.017433
4,0.017048,0.015909
5,0.015753,0.015007
6,0.014731,0.014092
7,0.013801,0.0137
8,0.013208,0.013074
9,0.012771,0.012779
10,0.012236,0.012083
11,0.011831,0.011745
12,0.01154,0.011588
13,0.011315,0.011447
14,0.010991,0.011012
15,0.010742,0.01094
16,0.010507,0.010628
17,0.010336,0.010319
18,0.010168,0.010383
19,0.010043,0.010701
20,0.00988,0.009993
